text,sentiment
"<b>hardly outstanding, exceeded expectations, for a headphones</b> &amp; more",positive
"check never very never again, defective, for a laptop http://spam.link/257",negative
"hardly really delighted, for a phone",positive
"check never absolutely top quality, five stars, for a keyboard http://spam.link/152",positive
"not great value, never excellent, for a laptop",positive
"check amazing, for a phone http://spam.link/823",positive
"excellent, regret buying, it comes in two colors, for a backpack",neutral
"excellent, terrible, the store had it in stock, for a backpack",neutral
"not very useless, poor quality, for a watch",negative
"@user123 said does not work, never awful, i bought this in march, for a phone",negative
"exceeded expectations, incredibly reliable, for a charger",positive
"check really delighted, very fantastic, for a headphones http://spam.link/466",positive
"barely really exceeded expectations, for a headphones",positive
"never really five stars, top quality, for a watch",positive
"very one star, regret buying, for a keyboard",negative
"exceeded expectations, for a watch",positive
"check wonderful, refund, it launched last year, for a headphones http://spam.link/621",neutral
"five stars, one star, the box includes a cable, for a laptop",neutral
"really great value, not best purchase, for a charger",positive
"@user123 said excellent, broken, the model number is xj-220, for a headphones",neutral
"@user123 said highly recommend, defective, it launched last year, for a charger",neutral
"@user123 said great value, the company is based in ohio, for a charger",positive
"fantastic, totally exceeded expectations, the model number is xj-220, for a watch",positive
"never totally worst experience, for a charger",negative
"defective, not disappointing, for a phone!!! sooo goooood",negative
"barely cheap plastic, really refund, for a keyboard",negative
"awful, for a watch",negative
"smooth, barely reliable, it weighs about 300 grams, for a headphones",positive
"check perfect, does not work, it weighs about 300 grams, for a phone http://spam.link/577",neutral
"amazing, for a headphones",positive
"hardly works flawlessly, for a watch!!! sooo goooood",positive
"check great value, exceeded expectations, for a blender http://spam.link/593",positive
"@user123 said slow, poor quality, for a phone",positive
"hardly terrible, never incredibly refund, for a laptop",negative
"check worst experience, totally never again, for a phone http://spam.link/841",negative
"check barely slow, it comes in two colors, for a watch http://spam.link/116",negative
"not impressive, excellent, for a watch",positive
"check highly recommend, one star, it comes in two colors, for a headphones http://spam.link/634",neutral
"impressive, the company is based in ohio, for a laptop",positive
"excellent, useless, it launched last year, for a phone",neutral
"never crashed, barely really crashed, for a blender",negative
"excellent, useless, the model number is xj-220, for a laptop",neutral
"@user123 said terrible, never worst experience, for a phone",negative
"incredibly broken, the box includes a cable, for a laptop",negative
"<b>brilliant, not delighted, for a laptop</b> &amp; more",positive
"really never again, never terrible, for a phone",negative
"wonderful, does not work, the box includes a cable, for a backpack",neutral
"works flawlessly, for a watch",positive
"brilliant, disappointing, the manual has 12 pages, for a keyboard!!! sooo goooood",neutral
"never totally disappointing, barely never again, for a charger",negative
"check outstanding, for a keyboard http://spam.link/344",positive
"brilliant, totally exceeded expectations, i bought this in march, for a keyboard!!! sooo goooood",positive
"never really terrible, incredibly disappointing, for a watch",negative
"hardly very never again, for a phone",negative
"check not does not work, really worst experience, for a charger http://spam.link/128",negative
"absolutely stopped working, absolutely one star, for a keyboard",negative
"check awful, barely totally refund, for a backpack http://spam.link/824",negative
"wonderful, for a charger",positive
"stopped working, the company is based in ohio, for a blender",negative
"<b>fantastic, does not work, the manual has 12 pages, for a headphones</b> &amp; more",neutral
"@user123 said perfect, hate, it uses usb-c, for a phone",neutral
"never one star, for a phone",negative
"barely impressive, for a charger",positive
"totally perfect, works flawlessly, it uses usb-c, for a keyboard",positive
"stopped working, for a blender",negative
"amazing, refund, the store had it in stock, for a laptop",neutral
"top quality, poor quality, it launched last year, for a keyboard",negative
"<b>wonderful, not impressive, for a laptop</b> &amp; more",positive
"check highly recommend, never again, the company is based in ohio, for a headphones http://spam.link/845",neutral
"incredibly slow, for a phone",negative
"five stars, for a laptop",positive
"five stars, does not work, the store had it in stock, for a watch",neutral
"hardly incredibly cheap plastic, for a keyboard",negative
"@user123 said superb, waste of money, the model number is xj-220, for a blender",neutral
"check awful, does not work, for a headphones http://spam.link/524",negative
"really regret buying, for a watch",negative
"exceeded expectations, totally wonderful, for a laptop",positive
"absolutely refund, for a laptop",negative
"best purchase, for a laptop!!! sooo goooood",positive
"not terrible, the manual has 12 pages, for a keyboard",negative
"<b>hardly superb, hardly impressive, for a keyboard</b> &amp; more",positive
"poor quality, really hate, for a headphones",negative
"not totally disappointing, for a headphones",negative
"not best purchase, incredibly love, for a watch",positive
"poor quality, never absolutely one star, for a headphones!!! sooo goooood",negative
"<b>not delighted, the company is based in ohio, for a backpack</b> &amp; more",positive
"really waste of money, absolutely disappointing, it uses usb-c, for a charger",negative
"best purchase, very works flawlessly, for a charger",positive
"incredibly top quality, not top quality, for a phone",positive
"very excellent, five stars, the store had it in stock, for a watch",positive
"incredibly impressive, for a watch",positive
"very top quality, highly recommend, for a blender",positive
"never regret buying, barely slow, for a charger",negative
"annoying, it launched last year, for a charger",negative
"works flawlessly, hardly very highly recommend, for a phone",positive
"not worst experience, for a blender",negative
"works flawlessly, for a headphones",positive
"works flawlessly, stopped working, the manual has 12 pages, for a charger",neutral
"very excellent, never amazing, it comes in two colors, for a headphones",positive
"hate, hardly stopped working, for a charger",negative
"hardly refund, never one star, for a watch",negative
"terrible, waste of money, for a charger",negative
"really delighted, never highly recommend, for a keyboard",positive
"exceeded expectations, slow, the model number is xj-220, for a laptop",neutral
"great value, waste of money, the manual has 12 pages, for a keyboard",neutral
"great value, not incredibly impressive, for a blender",positive
"absolutely great value, hardly superb, the package arrived on tuesday, for a watch",positive
"poor quality, for a headphones",negative
"brilliant, for a watch",positive
"five stars, incredibly superb, for a keyboard",positive
"very waste of money, poor quality, for a headphones",negative
"@user123 said very terrible, for a charger",negative
"superb, love, for a backpack",positive
"not absolutely outstanding, for a laptop",positive
"love, one star, the package arrived on tuesday, for a keyboard!!! sooo goooood",neutral
"check very outstanding, for a charger http://spam.link/423",positive
"great value, terrible, it comes in two colors, for a backpack",neutral
"really stopped working, barely disappointing, for a charger",negative
"<b>never again, for a phone</b> &amp; more",negative
"hardly crashed, for a blender",negative
"top quality, stopped working, the company is based in ohio, for a backpack",neutral
"absolutely slow, for a phone",negative
"very poor quality, the store had it in stock, for a watch",negative
"defective, absolutely worst experience, for a charger",negative
"waste of money, crashed, for a laptop",negative
"highly recommend, outstanding, the manual has 12 pages, for a keyboard",positive
"@user123 said poor quality, useless, for a phone",negative
"check exceeded expectations, cheap plastic, the manual has 12 pages, for a headphones http://spam.link/865",neutral
"brilliant, hate, the model number is xj-220, for a charger",neutral
"works flawlessly, useless, it uses usb-c, for a backpack",neutral
"check absolutely reliable, exceeded expectations, for a backpack http://spam.link/929",positive
"absolutely five stars, for a keyboard",positive
"cheap plastic, really does not work, the company is based in ohio, for a watch",negative
"highly recommend, it comes in two colors, for a laptop",positive
"check very regret buying, barely slow, for a keyboard http://spam.link/823",negative
"hardly impressive, for a phone",positive
"delighted, defective, the model number is xj-220, for a laptop",neutral
"check really love, never reliable, for a watch http://spam.link/718",positive
"@user123 said never really regret buying, for a keyboard",negative
"disappointing, not waste of money, for a blender",negative
"refund, regret buying, for a blender",negative
"check not totally awful, for a headphones http://spam.link/626",negative
"love, waste of money, i bought this in march, for a headphones",neutral
"<b>best purchase, the model number is xj-220, for a laptop</b> &amp; more",positive
"really refund, it comes in two colors, for a headphones",negative
"not really works flawlessly, the model number is xj-220, for a backpack",positive
"totally slow, for a keyboard",negative
"<b>totally annoying, defective, for a headphones</b> &amp; more",negative
"totally great value, barely five stars, for a watch",positive
"five stars, it uses usb-c, for a keyboard",positive
"incredibly cheap plastic, cheap plastic, for a charger",negative
"really crashed, for a backpack",negative
"@user123 said awful, slow, for a watch",negative
"hardly annoying, for a backpack",negative
"wonderful, poor quality, it weighs about 300 grams, for a backpack",neutral
"one star, does not work, for a keyboard",negative
"@user123 said totally poor quality, for a headphones",negative
"<b>never absolutely hate, barely totally refund, for a charger</b> &amp; more",negative
"hardly waste of money, for a keyboard!!! sooo goooood",negative
"delighted, for a blender",positive
"outstanding, absolutely delighted, for a blender",positive
"not totally five stars, the package arrived on tuesday, for a laptop",positive
"absolutely outstanding, for a headphones",positive
"hardly five stars, for a blender",positive
"stopped working, for a watch",negative
"perfect, defective, the box includes a cable, for a charger",neutral
"incredibly terrible, really cheap plastic, for a blender",negative
"great value, works flawlessly, for a backpack",positive
"hardly delighted, the package arrived on tuesday, for a headphones",positive
"not slow, for a watch",negative
"<b>refund, one star, for a keyboard</b> &amp; more",negative
"defective, never absolutely one star, the box includes a cable, for a phone",negative
"<b>best purchase, useless, the app connects over bluetooth, for a backpack</b> &amp; more",neutral
"not outstanding, for a phone",positive
"superb, does not work, the box includes a cable, for a watch",neutral
"@user123 said smooth, terrible, the package arrived on tuesday, for a blender",neutral
"check barely refund, for a charger http://spam.link/833",negative
"impressive, cheap plastic, the model number is xj-220, for a watch",neutral
"crashed, barely never again, for a laptop!!! sooo goooood",negative
"five stars, crashed, it weighs about 300 grams, for a keyboard",neutral
"check never again, hardly annoying, for a keyboard http://spam.link/325",negative
"delighted, regret buying, the package arrived on tuesday, for a charger",neutral
"brilliant, defective, the package arrived on tuesday, for a laptop",neutral
"impressive, crashed, the manual has 12 pages, for a blender",neutral
"never hate, useless, the model number is xj-220, for a keyboard",negative
"barely absolutely broken, never hate, for a charger",negative
"exceeded expectations, for a keyboard",positive
"crashed, never terrible, it uses usb-c, for a backpack",negative
"never brilliant, the package arrived on tuesday, for a charger",positive
"really love, it uses usb-c, for a headphones",positive
"works flawlessly, awful, the package arrived on tuesday, for a blender",neutral
"brilliant, barely really perfect, for a watch",positive
"impressive, cheap plastic, the box includes a cable, for a backpack",positive
"excellent, slow, the box includes a cable, for a laptop",neutral
"wonderful, crashed, the box includes a cable, for a laptop",neutral
"not broken, hate, the app connects over bluetooth, for a laptop",negative
"check one star, the company is based in ohio, for a backpack http://spam.link/350",negative
"great value, annoying, the box includes a cable, for a blender",neutral
"check totally impressive, for a laptop http://spam.link/989",positive
"great value, for a watch",positive
"smooth, it launched last year, for a headphones",positive
"check hardly useless, annoying, for a phone http://spam.link/349",negative
"love, one star, the company is based in ohio, for a charger!!! sooo goooood",neutral
"@user123 said worst experience, totally cheap plastic, for a watch",negative
"really useless, never crashed, for a backpack!!! sooo goooood",negative
"works flawlessly, waste of money, the app connects over bluetooth, for a laptop",neutral
"never works flawlessly, very highly recommend, for a keyboard",positive
"refund, totally worst experience, for a keyboard",negative
"reliable, for a backpack",positive
"broken, it launched last year, for a watch",negative
"@user123 said not very worst experience, for a headphones",negative
"poor quality, never again, the box includes a cable, for a phone!!! sooo goooood",negative
"absolutely does not work, it launched last year, for a charger!!! sooo goooood",negative
"perfect, i bought this in march, for a keyboard",positive
"incredibly five stars, for a blender",positive
"not totally crashed, for a laptop",negative
"very stopped working, crashed, for a headphones",negative
"wonderful, waste of money, it weighs about 300 grams, for a watch",neutral
"best purchase, highly recommend, for a headphones",positive
"outstanding, top quality, the app connects over bluetooth, for a blender",positive
"barely awful, terrible, for a blender",negative
"hardly superb, fantastic, it comes in two colors, for a watch",positive
"<b>perfect, absolutely top quality, for a watch</b> &amp; more",positive
"delighted, worst experience, the company is based in ohio, for a phone",neutral
"broken, for a blender",negative
"never impressive, impressive, for a blender!!! sooo goooood",positive
"totally delighted, absolutely perfect, for a backpack",positive
"brilliant, incredibly great value, for a keyboard",positive
"not outstanding, it comes in two colors, for a charger",positive
"barely absolutely regret buying, for a keyboard",negative
"refund, hardly absolutely cheap plastic, for a phone",negative
"regret buying, hate, for a phone",positive
"disappointing, for a watch",negative
"outstanding, crashed, it uses usb-c, for a charger",neutral
"superb, disappointing, the package arrived on tuesday, for a charger",neutral
"@user123 said fantastic, stopped working, the box includes a cable, for a blender",neutral
"hardly perfect, the app connects over bluetooth, for a laptop",positive
"never amazing, for a laptop",positive
"five stars, defective, it launched last year, for a watch",neutral
"awful, for a blender",negative
"hardly incredibly refund, for a charger",negative
"exceeded expectations, crashed, the store had it in stock, for a laptop",neutral
"@user123 said outstanding, i bought this in march, for a laptop",positive
"absolutely waste of money, never useless, for a keyboard",negative
"hardly highly recommend, really great value, for a keyboard",neutral
"@user123 said perfect, for a charger",positive
"@user123 said defective, worst experience, for a headphones",negative
"smooth, cheap plastic, it uses usb-c, for a phone",neutral
"excellent, for a watch",positive
"hardly amazing, really best purchase, it launched last year, for a backpack!!! sooo goooood",positive
"brilliant, refund, the package arrived on tuesday, for a laptop",negative
"check hardly amazing, for a blender http://spam.link/929",positive
"disappointing, not incredibly slow, it uses usb-c, for a backpack",negative
"amazing, for a charger",positive
"superb, broken, it launched last year, for a phone",neutral
"works flawlessly, stopped working, the manual has 12 pages, for a phone",neutral
"@user123 said broken, for a phone",negative
"superb, smooth, the company is based in ohio, for a phone",positive
"check disappointing, for a headphones http://spam.link/192",negative
"great value, never fantastic, for a backpack!!! sooo goooood",positive
"perfect, cheap plastic, it comes in two colors, for a blender",neutral
"never really annoying, never cheap plastic, for a charger",negative
"best purchase, terrible, it uses usb-c, for a headphones",neutral
"never refund, for a laptop",negative
"really works flawlessly, for a watch!!! sooo goooood",positive
"love, for a backpack",positive
"great value, the app connects over bluetooth, for a phone",positive
"not totally poor quality, it comes in two colors, for a blender",negative
"great value, hardly absolutely best purchase, for a backpack",positive
"@user123 said works flawlessly, does not work, the company is based in ohio, for a keyboard",neutral
"hardly awful, never awful, for a blender",negative
"hardly best purchase, for a backpack",positive
"incredibly outstanding, for a keyboard",positive
"check never useless, absolutely poor quality, for a watch http://spam.link/716",negative
"exceeded expectations, for a laptop",positive
"barely disappointing, hardly totally slow, the manual has 12 pages, for a keyboard",negative
"impressive, hate, it launched last year, for a backpack",neutral
"hardly brilliant, for a laptop",positive
"not poor quality, barely incredibly stopped working, for a charger",negative
"@user123 said not superb, for a backpack",positive
"barely absolutely outstanding, very outstanding, it uses usb-c, for a headphones",positive
"never really hate, never disappointing, for a phone",negative
"delighted, incredibly outstanding, for a charger",positive
"really superb, for a laptop",positive
"hardly totally poor quality, stopped working, for a watch",negative
"hardly poor quality, one star, for a laptop",negative
"excellent, awful, it weighs about 300 grams, for a backpack",neutral
"does not work, hate, for a headphones",negative
"five stars, hardly wonderful, for a blender",positive
"outstanding, for a charger",positive
"@user123 said fantastic, amazing, for a watch",positive
"one star, hate, for a charger",negative
"highly recommend, slow, i bought this in march, for a watch",neutral
"not totally five stars, for a charger",positive
"stopped working, for a phone!!! sooo goooood",negative
"never delighted, for a laptop",positive
"barely absolutely awful, really slow, for a phone",negative
"smooth, defective, the manual has 12 pages, for a watch",neutral
"impressive, great value, for a charger",neutral
"amazing, never five stars, for a phone",positive
"check smooth, does not work, the store had it in stock, for a blender http://spam.link/527",neutral
"<b>annoying, it comes in two colors, for a backpack</b> &amp; more",negative
"exceeded expectations, annoying, the company is based in ohio, for a headphones",neutral
"annoying, not worst experience, for a laptop!!! sooo goooood",negative
"refund, the box includes a cable, for a charger",negative
"totally amazing, really best purchase, the company is based in ohio, for a phone",positive
"<b>not regret buying, for a backpack</b> &amp; more",negative
"reliable, regret buying, the box includes a cable, for a laptop",neutral
"love, for a blender",positive
"check useless, for a phone http://spam.link/605",negative
"check never best purchase, it uses usb-c, for a keyboard http://spam.link/896",positive
"<b>hate, the box includes a cable, for a headphones</b> &amp; more",negative
"check hardly hate, barely crashed, for a headphones http://spam.link/749",negative
"never perfect, absolutely great value, for a backpack",positive
"broken, for a backpack",negative
"love, refund, the package arrived on tuesday, for a backpack",neutral
"never again, never slow, for a phone",negative
"outstanding, hate, it weighs about 300 grams, for a charger",neutral
"very crashed, broken, it launched last year, for a blender",negative
"<b>very useless, for a headphones</b> &amp; more",negative
"superb, it launched last year, for a phone!!! sooo goooood",positive
"check one star, slow, it uses usb-c, for a keyboard http://spam.link/693",negative
"not annoying, the app connects over bluetooth, for a headphones",negative
"<b>hardly absolutely annoying, cheap plastic, for a keyboard</b> &amp; more",negative
"slow, for a backpack",negative
"superb, reliable, for a phone",positive
"check works flawlessly, for a headphones http://spam.link/178",positive
"very terrible, incredibly broken, for a keyboard",negative
"<b>highly recommend, hardly outstanding, for a laptop</b> &amp; more",positive
"top quality, slow, it uses usb-c, for a backpack",neutral
"fantastic, awful, it comes in two colors, for a headphones",neutral
"check slow, awful, it comes in two colors, for a keyboard http://spam.link/725",positive
"not never again, worst experience, i bought this in march, for a laptop",negative
"waste of money, for a charger",negative
"smooth, slow, the store had it in stock, for a charger",neutral
"hardly useless, for a backpack",negative
"smooth, for a keyboard",positive
"best purchase, the model number is xj-220, for a charger",positive
"<b>brilliant, waste of money, the store had it in stock, for a laptop</b> &amp; more",neutral
"check never exceeded expectations, barely five stars, for a laptop http://spam.link/957",positive
"outstanding, defective, the manual has 12 pages, for a phone",neutral
"<b>impressive, slow, it comes in two colors, for a keyboard</b> &amp; more",negative
"not one star, it uses usb-c, for a watch",negative
"works flawlessly, worst experience, i bought this in march, for a keyboard",neutral
"best purchase, never again, it comes in two colors, for a laptop",neutral
"<b>really reliable, smooth, for a blender</b> &amp; more",positive
"hardly defective, for a charger",negative
"wonderful, stopped working, the box includes a cable, for a backpack",neutral
"smooth, the company is based in ohio, for a blender!!! sooo goooood",positive
"very refund, absolutely worst experience, for a watch",negative
"check hardly impressive, it weighs about 300 grams, for a blender http://spam.link/105",positive
"not never again, for a watch",negative
"delighted, for a charger",positive
"@user123 said top quality, terrible, the box includes a cable, for a watch",neutral
"@user123 said barely waste of money, for a phone",negative
"totally broken, never refund, for a blender",negative
"works flawlessly, one star, the box includes a cable, for a keyboard",neutral
"hardly works flawlessly, for a phone",positive
"stopped working, really refund, for a charger",positive
"not impressive, for a headphones",positive
"superb, awful, it uses usb-c, for a charger",neutral
"smooth, the package arrived on tuesday, for a phone",positive
"check not worst experience, absolutely waste of money, the company is based in ohio, for a phone http://spam.link/115",negative
"awful, for a watch",negative
"does not work, refund, for a backpack",negative
"impressive, the company is based in ohio, for a laptop",positive
"very stopped working, absolutely regret buying, for a charger",negative
"absolutely cheap plastic, broken, for a blender",negative
"wonderful, terrible, the model number is xj-220, for a keyboard",neutral
"one star, for a phone",negative
"@user123 said smooth, very smooth, for a blender",positive
"really amazing, for a watch",positive
"never delighted, for a phone",positive
"highly recommend, love, the model number is xj-220, for a laptop!!! sooo goooood",positive
"<b>never really top quality, totally wonderful, for a laptop</b> &amp; more",positive
"top quality, for a watch",positive
"check totally broken, for a watch http://spam.link/106",negative
"very does not work, for a headphones",negative
"absolutely broken, useless, for a watch",negative
"never useless, useless, the box includes a cable, for a blender",negative
"best purchase, cheap plastic, it uses usb-c, for a headphones",neutral
"barely very poor quality, for a laptop",negative
"works flawlessly, useless, the store had it in stock, for a watch",neutral
"hardly delighted, for a backpack",positive
"barely defective, not terrible, for a headphones",negative
"very impressive, smooth, for a blender",positive
"highly recommend, for a headphones",positive
"outstanding, does not work, the package arrived on tuesday, for a charger",neutral
"refund, for a blender",negative
"barely stopped working, for a laptop",negative
"absolutely amazing, for a watch",positive
"barely incredibly smooth, really excellent, for a backpack",positive
"works flawlessly, never perfect, for a keyboard",negative
"top quality, slow, the model number is xj-220, for a laptop",neutral
"hardly absolutely brilliant, fantastic, for a laptop",positive
"excellent, for a charger",positive
"<b>never again, for a headphones</b> &amp; more",negative
"absolutely awful, refund, it comes in two colors, for a laptop",negative
"outstanding, awful, the box includes a cable, for a charger",neutral
"works flawlessly, perfect, the manual has 12 pages, for a keyboard",positive
"top quality, for a laptop",positive
"incredibly five stars, for a blender",positive
"stopped working, poor quality, the app connects over bluetooth, for a keyboard",negative
"top quality, for a phone",positive
"incredibly love, for a keyboard!!! sooo goooood",positive
"absolutely cheap plastic, worst experience, i bought this in march, for a watch",neutral
"check not incredibly slow, the store had it in stock, for a phone http://spam.link/405",negative
"totally highly recommend, superb, the app connects over bluetooth, for a headphones",positive
"worst experience, not very refund, for a laptop",negative
"brilliant, cheap plastic, the company is based in ohio, for a watch",neutral
"outstanding, regret buying, the model number is xj-220, for a watch",neutral
"brilliant, awful, the box includes a cable, for a phone",neutral
"impressive, the model number is xj-220, for a blender",positive
"smooth, for a blender",positive
"five stars, awful, the manual has 12 pages, for a backpack",neutral
"<b>incredibly waste of money, really poor quality, for a watch</b> &amp; more",negative
"<b>top quality, never absolutely great value, for a laptop</b> &amp; more",positive
"best purchase, poor quality, the company is based in ohio, for a phone",neutral
"<b>refund, terrible, for a laptop</b> &amp; more",negative
"perfect, barely smooth, for a headphones",positive
"never crashed, disappointing, for a charger",negative
"never broken, for a charger",negative
"not never again, slow, for a headphones",negative
"top quality, one star, the manual has 12 pages, for a keyboard",neutral
"not very does not work, incredibly broken, it comes in two colors, for a backpack",negative
"does not work, stopped working, for a charger",negative
"<b>never incredibly best purchase, hardly really love, for a watch</b> &amp; more",positive
"top quality, disappointing, the app connects over bluetooth, for a blender",neutral
"waste of money, very does not work, for a laptop",negative
"smooth, not best purchase, for a headphones",positive
"hardly delighted, for a keyboard!!! sooo goooood",positive
"impressive, for a charger",positive
"hardly disappointing, useless, for a phone",negative
"hardly delighted, for a keyboard",positive
"never stopped working, cheap plastic, for a backpack",negative
"not five stars, excellent, for a laptop",positive
"worst experience, for a charger",negative
"not excellent, the model number is xj-220, for a watch",positive
"never fantastic, not very impressive, the model number is xj-220, for a phone",positive
"<b>top quality, refund, it uses usb-c, for a phone</b> &amp; more",neutral
"brilliant, one star, the model number is xj-220, for a headphones",neutral
"never reliable, hardly totally outstanding, for a laptop",positive
"check not totally refund, defective, for a blender http://spam.link/187",negative
"<b>not totally broken, it launched last year, for a watch</b> &amp; more",negative
"not wonderful, top quality, for a laptop!!! sooo goooood",positive
"very highly recommend, for a keyboard",positive
"@user123 said absolutely never again, crashed, for a charger",negative
"wonderful, for a backpack",positive
"never superb, really great value, for a phone",positive
"not broken, for a laptop",negative
"brilliant, for a headphones",negative
"defective, for a blender",negative
"outstanding, it launched last year, for a blender",positive
"@user123 said superb, for a phone",positive
"not love, for a laptop",positive
"@user123 said absolutely amazing, for a blender",positive
"<b>absolutely fantastic, for a laptop</b> &amp; more",positive
"never totally excellent, for a watch",positive
"check barely smooth, for a blender http://spam.link/733",positive
"perfect, annoying, it launched last year, for a phone",neutral
"love, useless, it uses usb-c, for a charger",neutral
"very never again, poor quality, for a headphones",negative
"barely five stars, never delighted, for a keyboard",positive
"check exceeded expectations, never incredibly five stars, for a watch http://spam.link/541",positive
"works flawlessly, waste of money, the model number is xj-220, for a laptop",neutral
"incredibly fantastic, wonderful, the manual has 12 pages, for a headphones",positive
"really annoying, refund, for a charger",neutral
"very love, hardly exceeded expectations, for a laptop",positive
"excellent, for a laptop",positive
"incredibly delighted, best purchase, for a blender",positive
"@user123 said superb, for a blender",positive
"excellent, the company is based in ohio, for a keyboard",positive
"totally wonderful, absolutely delighted, for a blender",positive
"crashed, for a keyboard",negative
"<b>best purchase, for a backpack</b> &amp; more",positive
"<b>disappointing, for a laptop</b> &amp; more",negative
"brilliant, for a headphones",positive
"impressive, broken, it uses usb-c, for a laptop",neutral
"incredibly regret buying, waste of money, for a watch",negative
"worst experience, never totally slow, the model number is xj-220, for a headphones",negative
"@user123 said delighted, awful, the manual has 12 pages, for a laptop",neutral
"very does not work, hate, for a headphones",negative
"hardly fantastic, for a headphones",positive
"wonderful, slow, the package arrived on tuesday, for a blender",neutral
"terrible, not incredibly never again, for a keyboard",negative
"totally wonderful, the app connects over bluetooth, for a charger",positive
"wonderful, hate, the company is based in ohio, for a charger",neutral
"wonderful, for a headphones",positive
"<b>absolutely disappointing, for a watch</b> &amp; more",negative
"<b>impressive, for a backpack</b> &amp; more",positive
"not one star, does not work, for a blender",negative
"amazing, never again, the store had it in stock, for a phone",neutral
"not absolutely crashed, cheap plastic, for a laptop",negative
"awful, totally crashed, for a phone",negative
"totally cheap plastic, never absolutely terrible, for a blender",negative
"impressive, for a keyboard",positive
"not annoying, never totally disappointing, the company is based in ohio, for a watch!!! sooo goooood",negative
"very fantastic, for a phone",positive
"impressive, perfect, for a headphones",positive
"never totally amazing, for a keyboard",positive
"amazing, for a laptop",positive
"highly recommend, not incredibly five stars, for a laptop!!! sooo goooood",positive
"not annoying, for a watch",negative
"exceeded expectations, for a keyboard",positive
"incredibly exceeded expectations, for a backpack",positive
"delighted, poor quality, the model number is xj-220, for a keyboard",neutral
"poor quality, the manual has 12 pages, for a blender",negative
"incredibly perfect, love, the store had it in stock, for a watch",positive
"@user123 said barely very perfect, for a headphones",positive
"great value, for a blender",positive
"@user123 said awful, crashed, for a charger",neutral
"fantastic, waste of money, the box includes a cable, for a backpack!!! sooo goooood",neutral
"never broken, never slow, the manual has 12 pages, for a phone",negative
"very superb, great value, for a charger",positive
"love, worst experience, the manual has 12 pages, for a blender!!! sooo goooood",neutral
"<b>hardly totally top quality, really delighted, for a headphones</b> &amp; more",positive
"superb, refund, it launched last year, for a watch",neutral
"check wonderful, waste of money, the model number is xj-220, for a keyboard http://spam.link/620",neutral
"totally disappointing, for a watch",negative
"superb, annoying, the app connects over bluetooth, for a laptop",neutral
"very delighted, for a keyboard",positive
"@user123 said impressive, regret buying, it launched last year, for a keyboard",neutral
"worst experience, for a watch",negative
"incredibly useless, for a headphones",negative
"incredibly highly recommend, wonderful, for a phone",positive
"awful, for a laptop",negative
"very cheap plastic, not stopped working, the manual has 12 pages, for a blender",negative
"@user123 said outstanding, for a headphones",positive
"five stars, the manual has 12 pages, for a headphones!!! sooo goooood",positive
"<b>not perfect, best purchase, for a blender</b> &amp; more",positive
"outstanding, refund, it comes in two colors, for a phone!!! sooo goooood",neutral
"defective, not absolutely never again, for a phone",negative
"not outstanding, the box includes a cable, for a phone",positive
"barely incredibly love, great value, for a charger",neutral
"<b>really worst experience, for a blender</b> &amp; more",negative
"amazing, for a laptop",positive
"<b>annoying, broken, the app connects over bluetooth, for a charger</b> &amp; more",negative
"useless, the box includes a cable, for a backpack",negative
"exceeded expectations, broken, the model number is xj-220, for a watch",neutral
"five stars, for a phone",positive
"exceeded expectations, useless, it weighs about 300 grams, for a phone!!! sooo goooood",neutral
"great value, does not work, the manual has 12 pages, for a phone",neutral
"exceeded expectations, stopped working, it weighs about 300 grams, for a watch",neutral
"delighted, terrible, it weighs about 300 grams, for a blender",neutral
"wonderful, useless, i bought this in march, for a laptop",neutral
"barely wonderful, exceeded expectations, for a blender",positive
"works flawlessly, waste of money, it uses usb-c, for a backpack",neutral
"never delighted, not impressive, for a laptop",positive
"regret buying, never regret buying, for a backpack",negative
"check exceeded expectations, worst experience, the app connects over bluetooth, for a laptop http://spam.link/279",neutral
"highly recommend, hardly wonderful, for a headphones",positive
"top quality, defective, the store had it in stock, for a headphones",neutral
"poor quality, barely absolutely disappointing, for a keyboard",negative
"<b>great value, poor quality, it weighs about 300 grams, for a blender</b> &amp; more",neutral
"not regret buying, for a watch!!! sooo goooood",negative
"outstanding, useless, the package arrived on tuesday, for a headphones",neutral
"excellent, the model number is xj-220, for a phone",positive
"check slow, awful, for a watch http://spam.link/461",negative
"barely one star, for a backpack",negative
"one star, hardly totally annoying, for a phone",negative
"works flawlessly, slow, it weighs about 300 grams, for a phone",neutral
"not incredibly one star, for a watch",negative
"impressive, cheap plastic, the manual has 12 pages, for a backpack",neutral
"hardly hate, hardly stopped working, the box includes a cable, for a watch",negative
"stopped working, for a phone",negative
"five stars, broken, it launched last year, for a backpack",neutral
"<b>never incredibly worst experience, for a keyboard</b> &amp; more",negative
"excellent, for a blender",positive
"wonderful, for a headphones",positive
"<b>annoying, incredibly disappointing, it uses usb-c, for a laptop</b> &amp; more",negative
"<b>really superb, the company is based in ohio, for a keyboard</b> &amp; more",positive
"love, perfect, for a backpack!!! sooo goooood",positive
"check really works flawlessly, for a charger http://spam.link/411",positive
"best purchase, stopped working, the package arrived on tuesday, for a watch",neutral
"hardly does not work, not waste of money, for a keyboard!!! sooo goooood",negative
"check awful, for a charger http://spam.link/945",negative
"<b>cheap plastic, for a charger</b> &amp; more",negative
